label,text,cluster
talk.politics.misc,article ashish arora writes excerpts netnewssciecon apr supply side economic po deficits declined reaching low gnp tax spending hike reversed trend brett true details would appreciated billions dollars gnp year gnp receipts outlays deficit debt unempl admin carter carter carter carter reagan reagan reagan reagan reagan reagan reagan reagan bush bush bush source statistical abstract us version american almanac version universal almanac version information please almanac version graphically deficits gnp gnp x x x x x x x x x ironically bush could frozen spending kept new taxes pledge balanced budget brett theres nothing passionate vested interest disguised intellectual conviction sean ocasey white plague frank herbert,8
comp.os.ms-windows.misc,anyone know good software package allow us keep track printing way get print manager keep log print manager replacement package allow access system people password file looked chastity let log without password doesnt keep tabs got help greatly appreciated mark juric ai programs university georgia athens georgia,15
alt.atheism,read article poll done students ivy league schools reported third students indentified atheists lot higher among general population wonder reasons discrepancy intelligent younger wave future david nye midelfort clinic eau claire wi patently absurd whoever wishes become philosopher must learn frightened absurdities bertrand russell,0
talk.politics.guns,flaming wreckage wrote congressmen strongly worded letters demanding dissolve batf perhaps anger grief help spur letter writing campaign ron miller,12
talk.politics.misc,article ashish arora writes excerpts netnewssciecon apr supply side economic po deficits declined reaching low gnp tax spending hike reversed trend brett true details would appreciated billions dollars gnp year gnp receipts outlays deficit debt unempl admin carter carter carter carter reagan reagan reagan reagan reagan reagan reagan reagan bush bush bush source statistical abstract us version american almanac version universal almanac version information please almanac version graphically deficits gnp gnp x x x x x x x x x ironically bush could frozen spending kept new taxes pledge balanced budget brett theres nothing passionate vested interest disguised intellectual conviction sean ocasey white plague frank herbert,8
sci.electronics,article scott babb writes federal communications act made legal operate radio receiver kind frequency including x k ka bands united states electronic communications privacy act restricted fca making illegal receive landmobile telephone service including believe cellular phones illegal receive landmobile telephone service dont mobile reciever even landmobile telephone service shiptoshore telephone service restriction placed receiving radar curiously cordless phones enforcement virginia law violation fca isint kind rule regulation law whatever juristictions prohibit use police band recievers vehicles radar transmissions included police band get covered regulation,8
talk.politics.guns,coauthored report two us gun owners action league state rifle association started day rally secluded courtyard behind statehouse looking sparse people speaker began whereupon people followed loudspeakers wherever lost filled area something proud mike yacino goal spoke one best throwaway lines remind us us holders carry permits checked certified clear crimes state people statehouse behind us certified clean election fraud hold jobs nancy snow amos hamburger busy handing id buttons sheets describing bills presented hearings telling people find representatives many cases mike warned us committee going suspend rules discuss bill hadnt made onto official list seems delegation students simons rock bard college alma mater wayne lo shot place sks late last year bussed testify bill ban sales firearms ammo anyone state resident hearings originally scheduled large gardner auditorium preempted governors hearings framingham eight women prison killing abusive husbands seeking release buttonhole representatives would squashed inadequate hearing room one representatives staffers somewhat offensively smarmy said oh must gun hearings day gun lobby always organized every year got little pissed replied im gun lobby im district second reporter arrived time notice demonstration going front statehouse progunners werent randy price tv news mirror reflective shades talking one antigun types several simons rock antigun closetheloophole protestors earlier randy covered goal rally room assigned seated remember gun owners plus another students teachers bard one us already reserved seat never got closer atrium outside crowd behind cop took station entrance prevented rest crowd coming soon debate started loudspeaker set outside hall benefit everyone else everyone inside outside got sign sheet saying position bills us signed support goals position bills first time constraints public officials got testify first bill nobody seen students curfew guess currently massachusetts law allows nonresident purchase long guns ammo local dealer provided complies laws state previously law similar applied nonresidents states adjoining massachusetts simons rock folks called current law loophole wanted closed two reps spoke wayne lo sks assault rifle second one hodgekiss cosponsor done homework well kept confusing montana wayne los home state missouri became belligerent five gun owners gallery corrected second muff carr gloucester claimed new bill would put law back way lying new bill allows purchases nonresidents adjoining states licensing state strong massachusetts since none thats things two said really offensive states anyone buy gun long hes breathing oooooo good gun laws massachusetts states would adopt type laws wouldnt situation wont naughty naughty next boston city councilman albert dapper oneill testify progun ways liability hes reasonably elderly tends wander repeat plus hes almost caricature lawnorder politician badmouthed aclu said violent criminals executed judge hed give arrestees last rights pun intended spot many gun owners applauded bothered said proposed gun restrictions step right direction criminals said four times two bills consideration would allow police rescind ccw fid confiscate guns someone filed restraining order note filing restraining order requires warrant hearing evidence conviction accusation senator barrett reading testified favor patronized progunners several times saying im sure gun owners agree get weapons hands people courts convicted havent seen disgustingly disingenuous performance since nixon whined wasnt crook barrett also spoke favor bill making fid card renewable every five years instead permanent stated purpose remove fid cards become ineligible revenue nothing yeah right apparently congressmen think stupid enough swallow argument preferable process million renewals every cycle vague hope catching recent felon simply take goddamn card away criminal conviction time usual hassle lawabiding instead crook two cochairs committee rep caron sen jujuga jujuga didnt say much cosponsor restraining order bills caron struck sharp guy wouldnt let bad logic lies part either side go unchallenged cosponsor one restraining order bills well one younger reps committee forgot name vociferously progun somewhat embarrassingly heart right place arguments seemed confined every year damn thing come crap nice friend committee could effective clear halljam couldnt continue someone came another meeting hall yelled cop loudspeaker disturbing meeting loudspeaker disconnected found bigger hall upstairs one us leave catch charter bus missed public testimony got seat time caron began talking got fid years ago left state returned without notifying address change complained state record system uptodate pd back city birth still thought lived great quote purchase gun today get state computer system also argument used renewable fid card testimony heard several battered women one attacked guy fid card got thereabouts used lot emotion said scared men staffer attorney general harshbarger testified favor antigun bill saying restraining orders granted last year women needed protected caron noted restraining order granted days hearing held determine whether order would extended year asked whether would satisfied fid revoked time hearing rather initial issuance fid gave long rambling circumlocution response testimony bill heard mike yacino looks something like einstein got made point restraining orders issued little evidence judges like issue restraining orders let things cool matter think right man woman hearings restraining orders lightning sessions little time consider facts atty karen mcnutt spoke times testimony progunners got testify one said file restraining order tenant clear countered filing one noted would allowed state confiscate guns new bill became law one junior reps noted america certain individual rights respected senator jujuga reiterated saying people abuse smaller people go hell far care careful equating conviction restraining order point match senator another progunner got testified didnt know citizenship expired every years drivers license privilege right like right keep bear arms third got said problem criminal justice system argued favor death penalty bill public hangings senator jujuga said tried get death penalty bill passed joking responded favored public hangings speaker responded ill make deal get rope ill tie noose next came public testimony simons rock bill teacher testified teacher wayne lo wouldnt able shoot people inside building outside without evil gun said loophole closed prevent something like ever happening four five kids testified favor bill one spilling tears good legislators one students actually shot wayne lo also many shirts saying long one person buy gun anger none us safe support gun control committee reluctant grill correct kids except caron corrected one student claimed anyone could apply fid residents get fids said much want bet kid idea conned testifying bill would cut outofstaters completely yacino mcnutt spoke time noting bill written would affect ammo guns possessed outofstaters karen also noted hunters ct nh vt could put away year wandered across boundary somewhere woods got challenged game wardens yacino underscored fact lo could gotten fid resident student hell even ccw criminal mental record one junior rep upset would take residents longer buy gun outofstaters thought elitist another caron said need protection preventing nonresidents buying without fid two states union fidtype cards complying laws ones home state enough one progun speaker replied resembled mother watching son marching band exclaiming everyones step johnny bard college people filing progun testimony bill made thus progunners around bills came consideration main bills remaining goals position h four others notify police chiefs pull licenses holder convicted strongly supported h require trigger locks handguns sold opposed h require trigger locks loaded firearms strongly opposed h allow every municipality enact gun laws opposed h fund bulletproof vests municipal police supported state constitutional amendment rkba supported several police discretion issuance fid cards opposed several altering nonresident license conditions supported h ban damn near guns everywhere state guess took seconds consider remaining progunners raised hands unison either mike yacino noted besides danger screwing trigger lock loaded gun bill would make illegal licensee carry concealed handgun unless locked caron blew right h saw opposed brought states archaic records capability said would create hundreds different licensing systems session ran late since last scheduled hearing could adjourned everyone wanted testified ended believe speak company write today special investors packet,9
talk.politics.guns,article graham k glover writes one reasons united states america one time represented protected freedom individual liberty personal responsibility fact think true totalitarianism absolute government control tyranny represents freedoms opposite usa really win cold war course usas hope yelsen ever spell fail referendum hardliners take standard disclaimers always apply graham k glover unmutual im always rethinking theres never day havent rethought cant bill clinton april american englishman foreign troop landed country never would lay armsnevernevernever william pitt earl chatham nov,0
talk.politics.misc,article ashish arora writes excerpts netnewssciecon apr supply side economic po deficits declined reaching low gnp tax spending hike reversed trend brett true details would appreciated billions dollars gnp year gnp receipts outlays deficit debt unempl admin carter carter carter carter reagan reagan reagan reagan reagan reagan reagan reagan bush bush bush source statistical abstract us version american almanac version universal almanac version information please almanac version graphically deficits gnp gnp x x x x x x x x x ironically bush could frozen spending kept new taxes pledge balanced budget brett theres nothing passionate vested interest disguised intellectual conviction sean ocasey white plague frank herbert,8
misc.forsale,moving sale must sell may futon highend oak queen like new computer desk rolltop locks securely like new color tv perfect cond great bedroom sold coffee tablesdresser bo lamps make offer ask esther eve day,11
talk.religion.misc,un resolution guarantees humanitarian aid get irag gulf war war aid getting still trying smoke saddam middle east talking religious war ranting james owens ottawa ontario canada,2
sci.space,article writes youd need launch hlvs send large amounts stuff know private titan pad youd need launch hlvs send large amounts stuff assume new launcher development assume new launcher development lower costs specific objective probably dont want build something hlvsized anyway nobody interested launching things cheaply buy titans doesnt take many titan pricetags pay laser launcher large gas gun development program big dumb booster would far better costeffectiveness,17
talk.politics.misc,article ashish arora writes excerpts netnewssciecon apr supply side economic po deficits declined reaching low gnp tax spending hike reversed trend brett true details would appreciated billions dollars gnp year gnp receipts outlays deficit debt unempl admin carter carter carter carter reagan reagan reagan reagan reagan reagan reagan reagan bush bush bush source statistical abstract us version american almanac version universal almanac version information please almanac version graphically deficits gnp gnp x x x x x x x x x ironically bush could frozen spending kept new taxes pledge balanced budget brett theres nothing passionate vested interest disguised intellectual conviction sean ocasey white plague frank herbert,8
talk.religion.misc,mr clinton said today horrible tragedy waco fiasco remind join cults dangers began scratching head thinking bad sign dont mainstream religions case christianityor th day adventist particular keep guys going isnt mr clinton condemning religion isnt cult bad thoughts,0
rec.sport.baseball,cant call time theres play progress ryan robbins penobscot hall university maine,12
rec.autos,recently purchased probe clearcoat paint would like give good wax job best type wax use type finish paste liquid better would waxing hand buffing hand guess using cheesecloth buff anything better would suggest ive heard comments things like turtle wax raindance good im wondering recommended quality finish thanks advance bill bill heiser boston university boston,11
talk.politics.misc,article ashish arora writes excerpts netnewssciecon apr supply side economic po deficits declined reaching low gnp tax spending hike reversed trend brett true details would appreciated billions dollars gnp year gnp receipts outlays deficit debt unempl admin carter carter carter carter reagan reagan reagan reagan reagan reagan reagan reagan bush bush bush source statistical abstract us version american almanac version universal almanac version information please almanac version graphically deficits gnp gnp x x x x x x x x x ironically bush could frozen spending kept new taxes pledge balanced budget brett theres nothing passionate vested interest disguised intellectual conviction sean ocasey white plague frank herbert,8
talk.politics.misc,article ashish arora writes excerpts netnewssciecon apr supply side economic po deficits declined reaching low gnp tax spending hike reversed trend brett true details would appreciated billions dollars gnp year gnp receipts outlays deficit debt unempl admin carter carter carter carter reagan reagan reagan reagan reagan reagan reagan reagan bush bush bush source statistical abstract us version american almanac version universal almanac version information please almanac version graphically deficits gnp gnp x x x x x x x x x ironically bush could frozen spending kept new taxes pledge balanced budget brett theres nothing passionate vested interest disguised intellectual conviction sean ocasey white plague frank herbert,8
rec.motorcycles,hey lone biker apocalypse see raising arizona flames coming exhaust pipes love toggle kill switch sportster produce flaming backfires especially underneath overpasses night loud lights whole underpass neal howard xlh dod computrac inc richardson tx doh std disclaimer opinions mine computracs let us learn dream gentlemen perhaps shall learn truth august kekule,2
talk.religion.misc,peter nyikos writes addressed key issues long lines post dean kaflowitz two posts yesterday first made title post new thread dean kaflowitz terminally ironyimpaired second serious one appeared along thread chaney post challenge reissued revised youre insecure people reading posts feel need write new posts announcing wrote old posts bother accept phoney youre laughingstock,2
talk.politics.misc,article ashish arora writes excerpts netnewssciecon apr supply side economic po deficits declined reaching low gnp tax spending hike reversed trend brett true details would appreciated billions dollars gnp year gnp receipts outlays deficit debt unempl admin carter carter carter carter reagan reagan reagan reagan reagan reagan reagan reagan bush bush bush source statistical abstract us version american almanac version universal almanac version information please almanac version graphically deficits gnp gnp x x x x x x x x x ironically bush could frozen spending kept new taxes pledge balanced budget brett theres nothing passionate vested interest disguised intellectual conviction sean ocasey white plague frank herbert,8
rec.sport.baseball,article brett rogers writes article dale stephenson writes smith ozzie wizards second highest year ever still good dont like way numbers declined every year years may defensive liability thats rich ozzie smith defensive liability expect remain best shortstop game reaches seventythird birthday something strange concept fortyoneyearold ozzie smith might defensive liability ted frank im sorry card says moops u c law school standard disclaimers,16
alt.atheism,see told atheist mythology thanks proving point bill,2
comp.os.ms-windows.misc,anyone know good software package allow us keep track printing way get print manager keep log print manager replacement package allow access system people password file looked chastity let log without password doesnt keep tabs got help greatly appreciated mark juric ai programs university georgia athens georgia,15
talk.politics.misc,article ashish arora writes excerpts netnewssciecon apr supply side economic po deficits declined reaching low gnp tax spending hike reversed trend brett true details would appreciated billions dollars gnp year gnp receipts outlays deficit debt unempl admin carter carter carter carter reagan reagan reagan reagan reagan reagan reagan reagan bush bush bush source statistical abstract us version american almanac version universal almanac version information please almanac version graphically deficits gnp gnp x x x x x x x x x ironically bush could frozen spending kept new taxes pledge balanced budget brett theres nothing passionate vested interest disguised intellectual conviction sean ocasey white plague frank herbert,8
alt.atheism,article deankaflowitz writes date tue apr gmt article dave fuller writes writes blashephemers go hell believing god prepared eternal damnation mean prepared surrounded thumpers like proven hellish enough im even dead yet well heres prepared got one big beach umbrellas gelpack ice things big coleman cooler ive loaded miller draft like miller draft sue new pair new balance sneakers sony watchman couple cartons bonton cheddar cheese popcorn havent decided wear yet one wear eternal damnation dean kaflowitz wear nicest boxer shorts bring plenty spf sunscreen ill grab bathing suit towerl veggie hotdogs bonfire cookout sound good enough dean every aa poster invited tammy notrim healy,7
comp.os.ms-windows.misc,okidata printer would like printer driver anyone seen thing one microsoft bbs print windows fonts available paradox windows cant print labels unless proper printer defined thanks bryan k ward survey research center university utah imail,15
soc.religion.christian,article fil sapienza writes article maxwell c muir writes faith want know feel faith intellectually dishonest id appreciate support statement im sure really makes sense define faith belief abscensesp evidence also include evidence past experiences past experience god actually effect life never seen evidence god beyond explained without neccessity god convincing many fictional works read reasons believe gods seen people reconcile lack evidence using faith faith sense way currently understand word faith find intellectually dishonest ambiguity religious beliefs unwillingness take pascals wager ive heard frequently exactly pascals wager pascals wager goes something like premise either isnt god premise god exists wants us believe damn us believing premise god exist belief god doesnt matter death death anyway conclusion belief god superior nonbelief nonbelief damns us eternal punishment wrong belief god wastes little time life wrong sound pretty straightforward logically sound problem premise presupposes odds belief nonbelief flat wrong sheer number religions fact part religions mutually exclusive heard theists referred atheists believe god gods one god set gods consequence pick wrong god suddenly odds dont look good picking wrong god wrong doctrines god still leaves possibility wrong damned another gods version hell sound broken dont know point mothers treatment upset see inconsistencies various religions im sure constitutes brokenness certainly consititutes disillusionment dont see disillusionment enters see presented mothers treatment show cause questioning atheism questioning continues day already atheist five years contact mothers version christianity anything become somewhat disillusioned atheism uh oh thought god yes way also become disillusioned many religions simply thought one time answers found right one im still looking time look different place become little stronger attitude belief faith though based evidence past experience ill never find religion answers sorta like looking easter eggs time takes find next one convinced become may already found eggs youre going find someone else mentioned critisism isnt going make think highly christians contrary position constructive critisism likely improve attitude towards christians abusive critisism turn accusations mr sapienza merely slipped post forgot reply one filipp sapienza department technology services university michigan hospitals surgery muppets garlic toast forever max bob muir ps im leaving home thursday likely last post summer meantime thank helping see things might missed meanderings world,5
talk.politics.misc,article ashish arora writes excerpts netnewssciecon apr supply side economic po deficits declined reaching low gnp tax spending hike reversed trend brett true details would appreciated billions dollars gnp year gnp receipts outlays deficit debt unempl admin carter carter carter carter reagan reagan reagan reagan reagan reagan reagan reagan bush bush bush source statistical abstract us version american almanac version universal almanac version information please almanac version graphically deficits gnp gnp x x x x x x x x x ironically bush could frozen spending kept new taxes pledge balanced budget brett theres nothing passionate vested interest disguised intellectual conviction sean ocasey white plague frank herbert,8
talk.politics.guns,article peter nelson writes john w redelfs writes believe gun control believe gun control assuming gun control mean always able hit target peter clint eastwood line pink cadillac believe gun control theres gun around wanna one controlling al standard disclaimer,0
talk.politics.mideast,article hilmi eren writes henrik armenians nagarnokarabagh simply defending henrik rights keep homeland azeris henrik invading homeland homeland first nagarnokarabagh armenians homeland today fizuli lacin several villages azerbadjan homeland cant see great armenia dream facist methods like killing raping bombing villages last move blast truck kurdish refugees trying escape lacin city given kurds armenians nagornokarabakh azerbaijan armenia armenians lived nagorno karabakh ever since armenians armenians used live areas armenia nagornokarabakh area used invade nagorno karabakh armenians defending azeris dying policy attacking armenians something wrong policy recall correctly stalin caused problem land first place armenians henrik however hope armenians force turkish airplane henrik land purposes searching arms similar one henrik happened last summer turkey searched american plane henrik carrying humanitarian aid bound armenia dont speak things dont know us cargo planes heading armenia turkish authorities announced going search cargo planes planes returned base germany planes searched turkey content planes hard guess sure humanitarian aid story talking planes us sending aid armenian two years would like guess planes story would like find search turkish planes dont know talking turkeys government announced giving weapons azerbadjan since armenia started attack azerbadjan self karabag province search plane weapons since content announced weapons bad would want turkey start war armenia,14
misc.forsale,programs include complete printed manuals registration cards need get rid excess theyre latest versions ive priced programs less half list price significantly less cheapest mailorder price around microsoft entertainment pack volume one includes eight different windowsbased games including tetris taipei minesweeper tictactics golf cruel pegged idlewild list sale joking windows database jokes wordstar quickly find jokes many different occasions useful business writers speechwriters presenters others jokes topics search keyword author list sale humor processor dosbased database jokes requires kb ram along thousands categorized jokes quickly find also includes online tutorial writing jokes proven comedy forumulas list sale history world multimedia cdrom covering cave society present includes recordings famous speeches churchhill gandi others list sale youre interested programs please phone philadelphia ill save package reid goldsborough,19
talk.politics.misc,article ashish arora writes excerpts netnewssciecon apr supply side economic po deficits declined reaching low gnp tax spending hike reversed trend brett true details would appreciated billions dollars gnp year gnp receipts outlays deficit debt unempl admin carter carter carter carter reagan reagan reagan reagan reagan reagan reagan reagan bush bush bush source statistical abstract us version american almanac version universal almanac version information please almanac version graphically deficits gnp gnp x x x x x x x x x ironically bush could frozen spending kept new taxes pledge balanced budget brett theres nothing passionate vested interest disguised intellectual conviction sean ocasey white plague frank herbert,8
